isbn,section,title,page
9781584880592,4.1,Finding the probability distribution,52
9781584880592,4.2,Sums of random variables,56
9781584880592,4.3,Sampling distributions,57
9781584880592,4.4,Finite population,59
9781584880592,4.5,Theorems,60
9781584880592,4.6,Order statistics,61
9781584880592,4.7,Range and studentized range,68
9781584880592,5,Discrete Probability Distributions,81
9781584880592,5.1,Bernoulli distribution,82
9781584880592,5.2,Beta binomial distribution,83
9781584880592,5.3,Beta Pascal distribution,84
9781584880592,5.4,Binomial distribution,84
9781584880592,5.5,Geometric distribution,92
9781584880592,5.6,Hypergeometric distribution,94
9781584880592,5.7,Multinomial distribution,101
9781584880592,5.8,Negative binomial distribution,101
9781584880592,5.9,Poisson distribution,103
9781584880592,5.10,Rectangular (discrete uniform) distribution,110
9781584880592,6,Continuous Probability Distributions,111
9781584880592,6.1,Arcsin distribution,114
9781584880592,6.2,Beta distribution,115
9781584880592,6.3,Cauchy distribution,117
9781584880592,6.4,Chi-square distribution,118
9781584880592,6.5,Erlang distribution,125
9781584880592,6.6,Exponential distribution,126
9781584880592,6.7,Extreme-value distribution,128
9781584880592,6.8,F distribution,129
9781584880592,6.9,Gamma distribution,138
9781584880592,6.10,Half-normal distribution,139
9781584880592,6.11,Inverse Gaussian (Wald) distribution,140
9781584880592,6.12,Laplace distribution,141
9781584880592,6.13,Logistic distribution,142
9781584880592,6.14,Lognormal distribution,143
9781584880592,6.15,Noncentral chi-square distribution,145
9781584880592,6.16,Noncentral F distribution,146
9781584880592,6.17,Noncentral t distribution,147
9781584880592,6.18,Normal distribution,148
9781584880592,6.19,Normal distribution: multivariate,150
9781584880592,6.20,Pareto distribution,151
9781584880592,6.21,Power function distribution,152
9781584880592,6.22,Rayleigh distribution,154
9781584880592,6.23,t distribution,155
9781584880592,6.24,Triangular distribution,158
9781584880592,6.25,Uniform distribution,159
9781584880592,6.26,Weibull distribution,160
9781584880592,6.27,Relationships among distributions,161
9781584880592,7,Standard Normal Distribution,165
9781584880592,7.1,Density function and related functions,165
9781584880592,7.2,Critical values,175
9781584880592,7.3,Tolerance factors for normal distributions,175
9781584880592,7.4,Operating characteristic curves,178
9781584880592,7.5,Multivariate normal distribution,181
9781584880592,7.6,Distribution of the correlation coefficient,182
9781584880592,7.7,Circular normal probabilities,185
9781584880592,7.8,Circular error probabilities,186
9781584880592,8,Estimation,187
9781584880592,8.1,Definitions,187
9781584880592,8.2,Cramer-Rao inequality,188
9781584880592,8.3,Theorems,189
9781584880592,8.4,The method of moments,190
9781584880592,8.5,The likelihood function,190
9781584880592,8.6,The method of maximum likelihood,191
9781584880592,8.7,Invariance property of MLEs,191
9781584880592,8.8,Different estimators,191
9781584880592,8.9,Estimators for small samples,193
9781584880592,8.10,Estimators for large samples,194
9781584880592,9,Confidence Intervals,195
9781584880592,9.1,Definitions,195
9781584880592,9.2,Common critical values,196
9781584880592,9.3,Sample size calculations,196
9781584880592,9.4,Summary of common confidence intervals,198
9781584880592,9.5,Confidence intervals: one sample,198
9781584880592,9.6,Confidence intervals: two samples,222
9781584880592,9.7,Finite population correction factor,225
9781584880592,10,Hypothesis Testing,227
9781584880592,10.1,Introduction,227
9781584880592,10.2,The Neyman-Pearson lemma,231
9781584880592,10.3,Likelihood ratio tests,232
9781584880592,10.4,Goodness of fit test,232
9781584880592,10.5,Contingency tables,233
9781584880592,10.6,Bartlett's test,234
9781584880592,10.7,Cochran's test,238
9781584880592,10.8,Number of observations required,241
9781584880592,10.9,Critical values for testing outliers,242
9781584880592,10.10,Significance test in 2 [times] 2 contingency tables,244
9781584880592,10.11,Determining values in Bernoulli trials,260
9781584880592,11,Regression Analysis,261
9781584880592,11.1,Simple linear regression,261
9781584880592,11.2,Multiple linear regression,268
9781584880592,11.3,Orthogonal polynomials,275
9781584880592,12,Analysis of Variance,281
9781584880592,12.1,One-way anova,282
9781584880592,12.2,Two-way anova,294
9781584880592,12.3,Three-factor experiments,308
9781584880592,12.4,Manova,317
9781584880592,12.5,Factor analysis,317
9781584880592,12.6,Latin square design,319
9781584880592,13,Experimental Design,323
9781584880592,13.1,Latin squares,323
9781584880592,13.2,Graeco-Latin squares,324
9781584880592,13.3,Block designs,325
9781584880592,13.4,Factorial experimentation: 2 factors,327
9781584880592,13.5,2[superscript r] Factorial experiments,328
9781584880592,13.6,Confounding in 2[superscript n] factorial experiments,330
9781584880592,13.7,Tables for design of experiments,330
9781584880592,13.8,References,341
9781584880592,14,Nonparametric Statistics,343
9781584880592,14.1,Friedman test for randomized block design,344
9781584880592,14.2,Kendall's rank correlation coefficient,344
9781584880592,14.3,Kolmogorov-Smirnoff tests,346
9781584880592,14.4,Kruskal-Wallis test,351
9781584880592,14.5,The runs test,353
9781584880592,14.6,The sign test,365
9781584880592,14.7,Spearman's rank correlation coefficient,366
9781584880592,14.8,Wilcoxon matched-pairs signed-ranks test,371
9781584880592,14.9,Wilcoxon rank-sum (Mann-Whitney) test,372
9781584880592,14.10,Wilcoxon signed-rank test,381
9781584880592,15,Quality Control and Risk Analysis,383
9781584880592,15.1,Quality assurance,383
9781584880592,15.2,Acceptance sampling,386
9781584880592,15.3,Reliability,391
9781584880592,15.4,Risk analysis and decision rules,392
9781584880592,16,General Linear Models,397
9781584880592,16.1,Notation,398
9781584880592,16.2,The general linear model,398
9781584880592,16.3,Summary of rules for matrix operations,404
9781584880592,16.4,Quadratic forms,408
9781584880592,16.5,General linear hypothesis of full rank,410
9781584880592,16.6,General linear model of less than full rank,417
9781584880592,17,Miscellaneous Topics,423
9781584880592,17.1,Geometric probability,425
9781584880592,17.2,Information and communication theory,427
9781584880592,17.3,Kalman filtering,431
9781584880592,17.4,Large deviations (theory of rare events),432
9781584880592,17.5,Markov chains,434
9781584880592,17.6,Martingales,438
9781584880592,17.7,Measure theoretical probability,438
9781584880592,17.8,Monte Carlo integration techniques,439
9781584880592,17.9,Queuing theory,441
9781584880592,17.10,Random matrix eigenvalues,446
9781584880592,17.11,Random number generation,450
9781584880592,17.12,Resampling methods,455
9781584880592,17.13,Self-similar processes,456
9781584880592,17.14,Signal processing,457
9781584880592,17.15,Stochastic calculus,459
9781584880592,17.16,Classic and interesting problems,466
9781584880592,17.17,Electronic resources,487
9781584880592,17.18,Tables,497
9781584880592,18,Special Functions,505
9781584880592,18.1,Bessel functions,506
9781584880592,18.2,Beta function,511
9781584880592,18.3,Ceiling and floor functions,512
9781584880592,18.4,Delta function,512
9781584880592,18.5,Error functions,512
9781584880592,18.6,Exponential function,513
9781584880592,18.7,Factorials and Pochhammer's symbol,515
9781584880592,18.8,Gamma function,515
9781584880592,18.9,Hypergeometric functions,520
9781584880592,18.10,Logarithmic functions,521
9781584880592,18.11,Partitions,523
9781584880592,18.12,Signum function,523
9781584880592,18.13,Stirling numbers,523
9781584880592,18.14,Sums of powers of integers,525
9781584880592,18.15,Tables of orthogonal polynomials,527
9781584880592,18.16,References,528
9781584880844,1,The clumpy universe,1
9781584880844,2,The standard model of the universe,43
9781584880844,3,Cosmological point processes,71
9781584880844,4,Fractal properties of the galaxy distribution,115
9781584880844,5,Statistical and geometrical models,145
9781584880844,6,Formation of structure,165
9781584880844,7,Random fields in cosmology,187
9781584880844,8,Fourier analysis of clustering,241
9781584880844,9,Cosmography,299
9781584880844,10,Structure statistics,339
9781584880844,App. A,Coordinate transformations,377
9781584880844,App. B,Some basic concepts in statistics,385
9781584881094,1.1,The Cast of Characters,1
9781584881094,1.2,Properties of Probability,10
9781584881094,1.3,Simulation,25
9781584881094,1.4,Random Sampling,38
9781584881094,1.5,Conditional Probability,54
9781584881094,1.6,Independence,67
9781584881094,2.1,"Discrete Random Variables, Distributions, and Expectations",79
9781584881094,2.2,Bernoulli and Binomial Random Variables,101
9781584881094,2.3,Geometric and Negative Binomial Random Variables,110
9781584881094,2.4,Poisson Distribution,119
9781584881094,2.5,"Joint, Marginal, and Conditional Distributions",129
9781584881094,2.6,More on Expectation,146
9781584881094,3.1,From the Finite to the (Very) Infinite,163
9781584881094,3.2,Continuous Random Variables and Distributions,171
9781584881094,3.3,Continuous Expectation,194
9781584881094,4.1,The Normal Distribution,209
9781584881094,4.2,Bivariate Normal Distribution,225
9781584881094,4.3,New Random Variables from Old,245
9781584881094,4.4,Gamma Distributions,259
9781584881094,4.5,"Chi-Square, Student's t, and F-distributions",272
9781584881094,5.1,Strong and Weak Laws of Large Numbers,293
9781584881094,5.2,Central Limit Theorem,301
9781584881094,6.1,Markov Chains,309
9781584881094,6.2,Queues,320
9781584881094,6.3,Mathematical Finance,336
9781584881094,A.,Short Answers to Selected Exercises,353
9781584881094,B.,Glossary of Mathematica Commands for Probability,365
9781584882046,1,Introduction,1
9781584882046,2,Algebraic models,15
9781584882046,3,Grobner bases in experimental design,43
9781584882046,4,"Two-level factors: logic, reliability, design",75
9781584882046,5,Probability,95
9781584882046,6,Statistical modeling,119
9781584882718,1,Samples and Populations,3
9781584882718,2,Representative Samples and Jury Selection,17
9781584882718,3,Sample and Survey Methodology,29
9781584882718,4,Presenting Your Case,41
9781584882718,5,Probability Concepts,53
9781584882718,6,Criminal Law,63
9781584882718,7,Civil Law,85
9781584882718,8,Environmental Hazards,93
9781584882718,9,How Large is Large?,115
9781584882718,10,Methods of Analysis,131
9781584882718,11,Correlation,157
9781584882718,12,Multiple Regression,175
9781584882718,13,Preventive Statistics,213
9781584882718,14,What Every Statistician Should Know about Courtroom Procedure,243
9781584882718,15,Making Effective Use of Statistics and Statisticians,249
9781584882725,Ch. 1,Statistics in the Life and Medical Sciences,1
9781584882725,Ch. 2,Statistics in Business and Social Science,99
9781584882725,Ch. 3,Statistics in the Physical Sciences and Engineering,197
9781584882725,Ch. 4,Theory and Methods of Statistics,273
9781584882862,Ch. 1,Introduction,1
9781584882862,Ch. 2,Data Description and Treatment,25
9781584882862,Ch. 3,Fundamentals of Probability,63
9781584882862,Ch. 4,Probability Distributions for Discrete Random Variables,111
9781584882862,Ch. 5,Probability Distributions for Continuous Random Variables,131
9781584882862,Ch. 6,Multiple Random Variables,165
9781584882862,Ch. 7,Simulation,215
9781584882862,Ch. 8,Fundamentals of Statistical Analysis,259
9781584882862,Ch. 9,Hypothesis Testing,289
9781584882862,Ch. 10,Analysis of Variance,335
9781584882862,Ch. 11,Confidence Intervals and Sample Size Determination,379
9781584882862,Ch. 12,Regression Analysis,393
9781584882862,Ch. 13,Multiple and Nonlinear Regression Analysis,447
9781584882862,Ch. 14,Reliability Analysis of Components,485
9781584882862,Ch. 15,Reliability and Risk Analysis of Systems,535
9781584882862,Ch. 16,Bayesian Methods,569
9781584882862,App. A,Probability and Statistics Tables,595
9781584882862,App. B,Taylor Series Expansion,613
9781584882862,App. C,Data for Simulation Projects,621
9781584883173,1,Introduction,1
9781584883173,2,Simple Descriptive Techniques,11
9781584883173,3,Some Time-Series Models,33
9781584883173,4,Fitting Time-Series Models in the Time Domain,55
9781584883173,5,Forecasting,73
9781584883173,6,Stationary Processes in the Frequency Domain,107
9781584883173,7,Spectral Analysis,121
9781584883173,8,Bivariate processes,155
9781584883173,9,Linear Systems,169
9781584883173,10,State-Space Models and the Kalman Filter,203
9781584883173,11,Non-Linear Models,217
9781584883173,12,Multivariate Time-Series Modelling,241
9781584883173,13,Some More Advanced Topics,255
9781584883173,14,Examples and Practical Advice,277
9781584883173,A,"Fourier, Laplace and z-Transforms",295
9781584883173,B,Dirac Delta Function,299
9781584883173,C,Covariance and Correlation,301
9781584883173,D,Some MINITAB and S-PLUS Commands,303
9781584883357,1,Introduction,1
9781584883357,2,The Impact of Mismeasured Continuous Variables,9
9781584883357,3,The Impact of Mismeasured Categorical Variables,35
9781584883357,4,Adjusting for Mismeasured Continuous Variables,51
9781584883357,5,Adjusting for Mismeasured Categorical Variables,99
9781584883357,6,Further Topics,139
9781584883357,App,Bayes-MCMC Inference,165
9781584883548,1,Key models and concepts,1
9781584883548,2,One-way balanced case,21
9781584883548,3,More general balanced arrangements,43
9781584883548,4,Unbalanced situations,73
9781584883548,5,Nonnormal problems,103
9781584883548,6,Model extensions and criticism,123
9781584883548,App. A.1,Fitting separate logistic regressions to the ANZICS data,149
9781584883883,Pt. I,Fundamentals of Bayesian Inference,1
9781584883883,1,Background,3
9781584883883,2,Single-parameter models,33
9781584883883,3,Introduction to multiparameter models,73
9781584883883,4,Large-sample inference and frequency properties of Bayesian inference,101
9781584883883,Pt. II,Fundamentals of Bayesian Data Analysis,115
9781584883883,5,Hierarchical models,117
9781584883883,6,Model checking and improvement,157
9781584883883,7,Modeling accounting for data collection,197
9781584883883,8,Connections and challenges,247
9781584883883,9,General advice,259
9781584883883,Pt. III,Advanced Computation,273
9781584883883,10,Overview of computation,275
9781584883883,11,Posterior simulation,283
9781584883883,12,Approximations based on posterior modes,311
9781584883883,13,Special topics in computation,335
9781584883883,Pt. IV,Regression Models,351
9781584883883,14,Introduction to regression models,353
9781584883883,15,Hierarchical linear models,389
9781584883883,16,Generalized linear models,415
9781584883883,17,Models for robust inference,443
9781584883883,18,Mixture models,461
9781584883883,19,Multivariate models,479
9781584883883,20,Nonlinear models,495
9781584883883,21,Models for missing data,515
9781584883883,22,Decision analysis,539
9781584883883,A,Standard probability distributions,571
9781584883883,B,Outline of proofs of asymptotic theorems,583
9781584883883,C,Example of computation in R and Bugs,589
9781584884057,1,Introduction,1
9781584884057,2,Classical stereology,9
9781584884057,3,Overview of modern stereology,55
9781584884057,4,Geometrical identities,87
9781584884057,5,Geometrical probability,111
9781584884057,6,Statistical formulations of stereology,135
9781584884057,7,Uniform and isotropic uniform designs,155
9781584884057,8,Vertical and local designs,175
9781584884057,9,Ratio estimation,209
9781584884057,10,Discrete sampling and counting,229
9781584884057,11,Inference for particle populations,255
9781584884057,12,Design of stereological experiments,277
9781584884057,13,Variance of stereological estimators,295
9781584884057,14,Frontiers and open problems,329
9781584884101,1,Overview of spatial data problems,1
9781584884101,2,Basics of point-referenced data models,21
9781584884101,3,Basics of areal data models,69
9781584884101,4,Basics of Bayesian inference,99
9781584884101,5,Hierarchical modeling for univariate spatial data,129
9781584884101,6,Spatial misalignment,175
9781584884101,7,Multivariate spatial modeling,217
9781584884101,8,Spatiotemporal modeling,255
9781584884101,9,Spatial survival models,301
9781584884101,10,Special topics in spatial process modeling,343
9781584884101,A,Matrix theory and spatial computing methods,379
9781584884255,1,Introduction,1
9781584884255,2,Estimation,11
9781584884255,3,Inference,25
9781584884255,4,Diagnostics,53
9781584884255,5,Problems with the predictors,77
9781584884255,6,Problems with the error,89
9781584884255,7,Transformation,109
9781584884255,8,Variable selection,121
9781584884255,9,Shrinkage methods,133
9781584884255,10,Statistical strategy and model uncertainty,147
9781584884255,11,Insurance redlining - a complete example,151
9781584884255,12,Missing data,163
9781584884255,13,Analysis of covariance,167
9781584884255,14,One-way analysis of variance,181
9781584884255,15,Factorial designs,189
9781584884255,16,Block designs,203
9781584884255,A,"R installation, functions and data",217
9781584884255,B,Quick introduction to R,219
9781584884323,1,Introduction,1
9781584884323,2,Theory of Gaussian Markov random fields,15
9781584884323,3,Intrinsic Gaussian Markov random fields,85
9781584884323,4,Case studies in hierarchical modeling,133
9781584884323,5,Approximation techniques,183
9781584884323,App. A,Common distributions,219
9781584884323,App. B,The library GMRFLib,221
9781584884330,1,Introduction,1
9781584884330,2,Measures of Disease Occurrence,9
9781584884330,3,The Role of Probability in Observational Studies,19
9781584884330,4,Measures of Disease-Exposure Association,31
9781584884330,5,Study Designs,43
9781584884330,6,Assessing Significance in a 2 x 2 Table,59
9781584884330,7,Estimation and Inference for Measures of Association,73
9781584884330,8,Causal Inference and Extraneous Factors: Confounding and Interaction,93
9781584884330,9,Control of Extraneous Factors,123
9781584884330,10,Interaction,147
9781584884330,11,Exposures at Several Discrete Levels,165
9781584884330,12,Regression Models Relating Exposure to Disease,179
9781584884330,13,Estimation of Logistic Regression Model Parameters,199
9781584884330,14,Confounding and Interaction within Logistic Regression Models,221
9781584884330,15,Goodness of Fit Tests for Logistic Regression Models and Model Building,243
9781584884330,16,Matched Studies,257
9781584884330,17,Alternatives and Extensions to the Logistic Regression Model,285
9781584884330,18,Epilogue: The Examples,301
9781584884866,1,An introduction to R graphics,1
9781584884866,2,Simple usage of traditional graphics,25
9781584884866,3,Customizing traditional graphics,43
9781584884866,4,Trellis graphics : the lattice package,125
9781584884866,5,The grid graphics model,149
9781584884866,6,The grid graphics object model,199
9781584884866,7,Developing new graphics functions and objects,221
9781584884866,A,A brief introduction to R,265
9781584884866,B,Combining traditional graphics and grid graphics,279
9781584885306,1,Drug development and clinical pharmacology,1
9781584885306,2,History and regulation of bioequivalence,17
9781584885306,3,Testing for average bioequivalence,39
9781584885306,4,BE studies with more than two periods,79
9781584885306,5,Dealing with unexpected BE challenges,133
9781584885306,6,The future and recent past of BE testing,177
9781584885306,7,Clinical pharmacology safety studies,189
9781584885306,8,QTc,243
9781584885306,9,Clinical pharmacology efficacy studies,269
9781584885306,10,Population pharmacokinetics,299
9781584885306,11,Epilogue,333
9781584885870,1,Stochastic simulation,9
9781584885870,2,Bayesian inference,41
9781584885870,3,Approximate methods of inference,81
9781584885870,4,Markov chains,113
9781584885870,5,Gibbs sampling,141
9781584885870,6,Metropolis-Hastings algorithms,191
9781584885870,7,Further topics in MCMC,237
9781584886310,1,Classical likelihood theory,5
9781584886310,2,Generalized linear models,37
9781584886310,3,Quasi-likelihood,65
9781584886310,4,Extended likelihood inferences,97
9781584886310,5,Normal linear mixed models,135
9781584886310,6,Hierarchical GLMs,173
9781584886310,7,HGLMs with structured dispersion,203
9781584886310,8,Correlated random effects for HGLMs,231
9781584886310,9,Smoothing,267
9781584886310,10,Random-effect models for survival data,293
9781584886310,11,Double HGLMs,319
9781584886310,12,Further topics,343
9781584886334,1,Introduction,1
9781584886334,2,Important concepts,25
9781584886334,3,Linear regression and attenuation,41
9781584886334,4,Regression calibration,65
9781584886334,5,Simulation extrapolation,97
9781584886334,6,Instrumental variables,129
9781584886334,7,Score function methods,151
9781584886334,8,Likelihood and quasilikelihood,181
9781584886334,9,Bayesian methods,205
9781584886334,10,Hypothesis testing,243
9781584886334,11,Longitudinal data and mixed models,259
9781584886334,12,Nonparametric estimation,279
9781584886334,13,Semiparametric regression,303
9781584886334,14,Survival data,319
9781584886334,15,Response variable error,339
9781584886518,1,Finite Markov chains,9
9781584886518,2,Countable Markov chains,43
9781584886518,3,Continuous-time Markov chains,65
9781584886518,4,Optimal stopping,87
9781584886518,5,Martingales,101
9781584886518,6,Renewal processes,131
9781584886518,7,Reversible Markov chains,155
9781584886518,8,Brownian motion,173
9781584886518,9,Stochastic integration,199
9781584887843,1,Data description and simple inference: mortality and water hardness in the UK,23
9781584887843,2,Multiple regression: predicting crime rates in states of the USA,36
9781584887843,3,Analysis of variance 1: survival times of animals,54
9781584887843,4,Analysis of variance 2: effectiveness of slimming clinics,61
9781584887843,5,Analysis of repeated measures: salsolinol excretion rates,69
9781584887843,6,Logistic regression: relationship between the incidence of byssinosis and the dustiness of the workplace,82
9781584887843,7,Analysis of survival times: motion sickness and the survival of black ducks,93
9781584887843,8,Principal components and factor analysis: statements about pain,105
9781584887843,9,Cluster analysis: classification of occupations,115
9781584887843,10,Discriminant analysis: identifying types of Tibetan skulls,128
9781584887843,11,Correspondence analysis: car-changing patterns,137
9781584888147,Test 1,The Single-Sample z Test,121
9781584888147,Test 2,The Single-Sample t Test,135
9781584888147,Test 3,The Single-Sample Chi-Square Test for a Population Variance,161
9781584888147,Test 4,The Single-Sample Test for Evaluating Population Skewness,173
9781584888147,Test 5,The Single-Sample Test for Evaluating Population Kurtosis,181
9781584888147,Test 6,The Wilcoxon Signed-Ranks Test,189
9781584888147,Test 7,The Kolmogorov-Smirnov Goodness-of-Fit Test for a Single Sample,203
9781584888147,Test 8,The Chi-Square Goodness-of-Fit Test,219
9781584888147,Test 9,The Binomial Sign Test for a Single Sample,245
9781584888147,Test 10,The Single-Sample Runs Test (and Other Tests of Randomness),337
9781584888147,Test 11,The t Test for Two Independent Samples,375
9781584888147,Test 12,The Mann-Whitney U Test,423
9781584888147,Test 13,The Kolmogorov-Smirnov Test for Two Independent Samples,453
9781584888147,Test 14,The Siegel-Tukey Test for Equal Variability,465
9781584888147,Test 15,The Moses Test for Equal Variability,479
9781584888147,Test 16,The Chi-Square Test for r x c Tables (Test 16a: The Chi-Square Test for Homogeneity; Test 16b: The Chi-Square Test of Independence (employed with a single sample)),493
9781584888147,Test 17,The t Test for Two Dependent Samples,575
9781584888147,Test 18,The Wilcoxon Matched-Pairs Signed-Ranks Test,609
9781584888147,Test 19,The Binomial Sign Test for Two Dependent Samples,621
9781584888147,Test 20,The McNemar Test,633
9781584888147,Test 21,The Single-Factor Between-Subjects Analysis of Variance,667
9781584888147,Test 22,The Kruskal-Wallis One-Way Analysis of Variance by Ranks,757
9781584888147,Test 23,The Van der Waerden Normal-Scores Test for k Independent Samples,781
9781584888147,Test 24,The Single-Factor Within-Subjects Analysis of Variance,797
9781584888147,Test 25,The Friedman Two-Way Analysis of Variance by Ranks,845
9781584888147,Test 26,The Cochran Q Test,867
9781584888147,Test 27,The Between-Subjects Factorial Analysis of Variance,887
9781584888147,Test 28,The Pearson Product-Moment Correlation Coefficient,945
9781584888147,Test 29,Spearman's Rank-Order Correlation Coefficient,1061
9781584888147,Test 30,Kendall's Tau,1079
9781584888147,Test 31,Kendall's Coefficient of Concordance,1093
9781584888147,Test 32,Goodman and Kruskal's Gamma,1109
9781590471487,Chapter 1,Using This Student Guide,1
9781590471487,Chapter 2,Terms and Concepts Used in This Guide,13
9781590471487,Chapter 3,Tutorial: Writing and Submitting SAS Programs,47
9781590471487,Tutorial Part I,Basics of Using the SAS Windowing Environment,50
9781590471487,Tutorial Part II,Opening and Editing an Existing SAS Program,75
9781590471487,Tutorial Part III,Submitting a Program with an Error,94
9781590471487,Tutorial Part IV,Practicing What You Have Learned,102
9781590471487,Chapter 4,Data Input,111
9781590471487,Example 4.1,Creating a Simple SAS Data Set,117
9781590471487,Example 4.2,A More Complex Data Set,122
9781590471487,Chapter 5,Creating Frequency Tables,145
9781590471487,Example 5.1,A Political Donation Study,146
9781590471487,Chapter 6,Creating Graphs,159
9781590471487,Chapter 7,Measures of Central Tendency and Variability,179
9781590471487,Chapter 8,Creating and Modifying Variables and Data Sets,215
9781590471487,Example 8.1,An Achievement Motivation Study,218
9781590471487,Chapter 9,z Scores,261
9781590471487,Example 9.1,Comparing Mid-Term Test Scores for Two Courses,266
9781590471487,Chapter 10,Bivariate Correlation,287
9781590471487,Example 10.1,Correlating Weight Loss with a Variety of Predictor Variables,303
9781590471487,Chapter 11,Bivariate Regression,339
9781590471487,Example 11.1,Predicting Weight Loss from a Variety of Predictor Variables,346
9781590471487,Chapter 12,Single-Sample t Test,385
9781590471487,Example 12.1,Assessing Spatial Recall in a Reading Comprehension Task (Significant Results),393
9781590471487,Example 12.2,An Illustration of Nonsignificant Results,407
9781590471487,Chapter 13,Independent-Samples t Test,413
9781590471487,Example 13.1,Observed Consequences for Modeled Aggression: Effects on Subsequent Subject Aggression (Significant Differences),428
9781590471487,Example 13.2,An Illustration of Results Showing Nonsignificant Differences,446
9781590471487,Chapter 14,Paired-Samples t Test,451
9781590471487,Example 14.1,Women's Responses to Emotional versus Sexual Infidelity,463
9781590471487,Example 14.2,An Illustration of Results Showing Nonsignificant Differences,483
9781590471487,Chapter 15,One-Way ANOVA with One Between-Subjects Factor,489
9781590471487,Example 15.1,One-Way ANOVA Revealing a Significant Treatment Effect,505
9781590471487,Example 15.2,One-Way ANOVA Revealing a Nonsignificant Treatment Effect,529
9781590471487,Chapter 16,Factorial ANOVA with Two Between-Subjects Factors,539
9781590471487,Chapter 17,Chi-Square Test of Independence,629
9781593455064,Chapter 1,The Scope of Victimology,1
9781593455064,Chapter 2,Gauging the Extent of Criminal Victimization,25
9781593455064,Chapter 3,The Costs of Being a Victim,53
9781593455064,Chapter 4,Remedying the Plight of Victims,81
9781593455064,Chapter 5,Sexual Assault,109
9781593455064,Chapter 6,Spouse Abuse,149
9781593455064,Chapter 7,Child Maltreatment,199
9781593455064,Chapter 8,Elder Abuse,233
9781593455064,Chapter 9,Homicide,263
9781593455064,Chapter 10,Victimization at Work and School,293
9781593455064,Chapter 11,Victim Rights,327
9781593850753,1,Introduction,3
9781593850753,2,Basic statistical concepts : I. correlation and regression,20
9781593850753,3,Basic statistical concepts : II. data preparation and screening,45
9781593850753,4,Core SEM techniques for software,63
9781593850753,5,Introduction to path analysis,93
9781593850753,6,Details of path analysis,123
9781593850753,7,Measurement models and confirmatory factor analysis,165
9781593850753,8,Models with structural and measurement components,209
9781593850753,9,Nonrecursive structural models,237
9781593850753,10,Mean structures and latent growth models,263
9781593850753,11,Multiple-sample SEM,289
9781593850753,12,How to fool yourself with SEM,313
9781593850753,13,Other horizons,325
9781602066960,Chapter I,The Meaning of Probability,3
9781602066960,Chapter II,Probability in Relation to the Theory of Knowledge,10
9781602066960,Chapter III,The Measurement of Probabilities,20
9781602066960,Chapter IV,The Principle of Indifference,41
9781602066960,Chapter V,Other Methods of Determining Probabilities,65
9781602066960,Chapter VI,The Weight of Arguments,71
9781602066960,Chapter VII,Historical Retrospect,79
9781602066960,Chapter VIII,The Frequency Theory of Probability,92
9781602066960,Chapter IX,The Constructive Theory of Part I. summarised,111
9781602066960,Chapter X,Introductory,115
9781602066960,Chapter XI,"The Theory of Groups, with special reference to Logical Consistence, Inference, and Logical Priority",123
9781602066960,Chapter XII,The Definitions and Axioms of Inference and Probability,133
9781602066960,Chapter XIII,The Fundamental Theorems of Necessary Inference,139
9781602066960,Chapter XIV,The Fundamental Theorems of Probable Inference,144
9781602066960,Chapter XV,Numerical Measurement and Approximation of Probabilities,158
9781602066960,Chapter XVI,"Orservations on the Theorems of Chapter XIV., and their Developments, including Testimony",164
9781602066960,Chapter XVII,"Some Problems in Inverse Probability, including Averages",186
9781602066960,Chapter XVIII,Introduction,217
9781602066960,Chapter XIX,The Nature of Argument by Analogy,222
9781602066960,Chapter XX,"The Value of Multiplication of Instances, or Pure Induction",233
9781602066960,Chapter XXI,The Nature of Inductive Argument continued,242
9781602066960,Chapter XXII,The Justification of these Methods,251
9781602066960,Chapter XXIII,Some Historical Notes on Induction,265
9781602066960,Chapter XXIV,"The Meanings of Objective Chance, and of Randomness",281
9781602066960,Chapter XXV,Some Problems arising out of the Discussion of Chance,293
9781602066960,Chapter XXVI,The Application of Probability to Conduct,307
9781602066960,Chapter XXVII,The Nature of Statistical Inference,327
9781602066960,Chapter XXVIII,The Law of Great Numbers,332
9781602066960,Chapter XXIX,"The Use of a priori Probabilities for the Prediction of Statistical Frequency--the Theorems of Bernoulli, Poisson, and Tchebycheff",337
9781602066960,Chapter XXX,The Mathematical use of Statistical Frequencies for the Determination of Probability a posteriori--the Methods of Laplace,367
9781602066960,Chapter XXXI,The Inversion of Bernoulli's Theorem,384
9781602066960,Chapter XXXII,The Inductive Use of Statistical Frequencies for the Determination of Probability a posteriori--the Methods of Lexis,391
9781602066960,Chapter XXXIII,Outline of a Constructive Theory,406
9781841693194,1,Introduction and basic concepts,1
9781841693194,2,Descriptive statistics,14
9781841693194,3,Introduction to probability,42
9781841693194,4,Probability distributions and the binomial distribution,57
9781841693194,5,Continuous random variables and the normal distribution,78
9781841693194,6,The chi-square distribution and the analysis of categorical data,100
9781841693194,7,Statistical tests on proportions,123
9781841693194,8,Sampling distribution of the mean and its use in hypothesis testing,134
9781841693194,9,Comparing a pair of means: the matched- and the independent-samples t-test,146
9781841693194,10,Nonparametric statistical tests,168
9781841693194,11,Correlation,176
9781841693194,12,Regression,202
9781841693194,13,Introduction to power analysis,214
9781852334178,I,Introduction,1
9781852334178,II,Program Size,61
9781852334178,III,Randomness,109
